centro_codigo|centro_nombre|centro_tipo_codigo|centro_tipo_desc_abreviada|centro_tipo_descripcion|centro_titular|centro_titularidad|contacto_email1|contacto_fax|contacto_telefono1|contacto_telefono2|contacto_telefono3|contacto_telefono4|contacto_web|dat_codigo|dat_nombre|direccion_codigo_postal|direccion_coor_x|direccion_coor_y|direccion_numero|direccion_via_nombre|direccion_via_tipo|distrito_codigo|distrito_nombre|municipio_codigo|municipio_nombre|centro_titularidad_pro|promedio_x|promedio_y|distancia
28061717|LUNA LUNERA|006|EEI-CN|ESCUELA  INFANTIL-CASA DE NIÑOS|AYUNTAMIENTO|PÚBLICO|cn.lunalunera.arroyomolinos@educa.madrid.org|916091384|916091384|""|""|""|http://www.educa.madrid.org/cn.lunalunera.arroyomolinos|2|Madrid-Sur|28939|422022|4458663|4|de Roquetas de Mar|CALLE|""|""|015|Arroyomolinos|PÚBLICO|440157.3842874543|4474481.943970768|24065.14391404994
28061742|MICARE|008|EIPR|ESCUELA INFANTIL PRIVADA|RESIDENCIAL SENIOR 2000, S.L.U.|PRIVADO|direccion.meco@orpea.net|918877514|918861666|902200024|""|""|""|3|Madrid-Este|28880|472305|4488687|11|Roble|CALLE|""|""|083|Meco|PRIVADO|439602.9362934363|4476838.754826255|34782.263933868955
28061754|ALDEAS INFANTILES S.O.S. DE ESPAÑA|008|EIPR|ESCUELA INFANTIL PRIVADA|ASOCIACION ALDEAS INFANTILES S.O.S. DE ESPAÑA|PRIVADO|escuelainfantil@aldeasinfantiles.es|""|918906653|699991816|""|""|www.aldeasinfantiles.es|4|Madrid-Oeste|28200|403448|4495015|70|Residencia|CALLE|""|""|131|San Lorenzo de El Escorial|PRIVADO|439602.9362934363|4476838.754826255|40466.718510382314
28061766|AURORA|008|EIPR|ESCUELA INFANTIL PRIVADA|ESCUELA INFANTIL AURORA, S.L.|PRIVADO|e.iaurora@hotmail.com|""|916183647|609086024|""|""|""|2|Madrid-Sur|28934|425727|4463759|71|de Portugal|AVDA|""|""|092|Móstoles|PRIVADO|439602.9362934363|4476838.754826255|19068.86452661633
28061781|MIS PRIMEROS PASOS|008|EIPR|ESCUELA INFANTIL PRIVADA|ASUNTA PEREZ ESPINOZA|PRIVADO|tselin@gmail.com|""|625582698|911763645|""|""|""|1|Madrid-Norte|28410|427443|4509102|18|del Puerto Pajares|CALLE|""|""|082|Manzanares el Real|PRIVADO|439602.9362934363|4476838.754826255|34478.70414910629
28061791|KCHETAS DE COLORES|008|EIPR|ESCUELA INFANTIL PRIVADA|CACHETAS DE COLORES, S.L. UNIPERSONAL|PRIVADO|pilar.1270@gmx.es|""|""|677548055|""|""|""|2|Madrid-Sur|28341|442033|4448937|6|Aguado|CALLE|""|""|161|Valdemoro|PRIVADO|439602.9362934363|4476838.754826255|28007.376385559757
28061808|LA CASITA DE LA ABUELA|008|EIPR|ESCUELA INFANTIL PRIVADA|LA CASITA DE LA ABUELA GUARDERIA INFANTIL, S.L.|PRIVADO|lacasita@lacasitadelaabuela.com|""|918040774|670308893|""|""|www.lacasitadelaabuela.com|1|Madrid-Norte|28760|439976|4494675|55|del Comercio|CALLE|""|""|903|Tres Cantos|PRIVADO|439602.9362934363|4476838.754826255|17840.146255765165
28061833|HIPOPOTAMO BLAS|008|EIPR|ESCUELA INFANTIL PRIVADA|IMARO EDUCA, S.L.|PRIVADO|escuela@hipopotamoblas.es|918043005|918043005|640758869|""|""|""|1|Madrid-Norte|28760|440539|4494333|26|Embarcaciones|SECT|""|""|903|Tres Cantos|PRIVADO|439602.9362934363|4476838.754826255|17519.27023199999
28061845|BICHINES|008|EIPR|ESCUELA INFANTIL PRIVADA|MANUEL GUERRERO HORNERO|PRIVADO|""|""|916719403|""|""|""|""|3|Madrid-Este|28830|455498|4474272|19|de Algorta|AVDA|""|""|130|San Fernando de Henares|PRIVADO|439602.9362934363|4476838.754826255|16100.971417086097
28061869|SUEÑOS DE PAPEL|008|EIPR|ESCUELA INFANTIL PRIVADA|CENTRO DE EDUCACION INFANTIL SUEÑOS DE PAPEL, S.L.|PRIVADO|rosario.solera@gmail.com|""|912934314|657937248|""|""|""|1|Madrid-Norte|28701|445895|4489188|33|Valladolid|CALLE|""|""|134|San Sebastián de los Reyes|PRIVADO|439602.9362934363|4476838.754826255|13859.795166189042
28061882|MICOS, MI PRIMER COLE|004|CPR INF|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|MICOS, MI PRIMER COLE, S.L.|PRIVADO|luisa@micosmiprimercole.com|917451792|917451791|607620211|""|""|""|5|Madrid-Capital|28002|441757|4477597|16|del Guadalquivir|CALLE|05|Chamartín|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|2283.6212898469903
28061894|LITTLE LIONS|008|EIPR|ESCUELA INFANTIL PRIVADA|AMAYA VERGARA ECHEVERRIA|PRIVADO|info@littlelions.es|""|916327975|639965930|""|""|littlelions.es|4|Madrid-Oeste|28660|425226|4473676|23|de Isabel II|CALLE|""|""|022|Boadilla del Monte|PRIVADO|439602.9362934363|4476838.754826255|14720.710420238736
28061912|DOMO|008|EIPR|ESCUELA INFANTIL PRIVADA|ALJAPALE, S.L.|PRIVADO|info@domoescuelainfantil.es|""|911383601|660492189|""|""|www.domoescuelainfantil.es|5|Madrid-Capital|28043|445070|4480331|16|de Torregrosa|CALLE|16|Hortaleza|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|6487.261512007249
28061924|MAFALDA|008|EIPR|ESCUELA INFANTIL PRIVADA|CRISTINA GADEA CIRIA|PRIVADO|mafaldosdechamberi@gmail.com|""|680366888|914475258|619936725|""|""|5|Madrid-Capital|28010|440510|4475932|18|de Palafox|CALLE|07|Chamberí|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|1282.563402995003
28061951|SANTA MARIA|008|EIPR|ESCUELA INFANTIL PRIVADA|ROSARIO Y MARGARITA BURGOS PEREZ|PRIVADO|burgosperezcb@gmail.com|""|914036459|696635202|""|""|""|5|Madrid-Capital|28027|444917|4476258|60|de la Virgen de Lluc|CALLE|15|Ciudad Lineal|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|5345.70381200048
28061961|WOODY|008|EIPR|ESCUELA INFANTIL PRIVADA|FISBIS EDUCACION, S.L.|PRIVADO|escuelainfantilwoody@hotmail.com|""|911439378|619635090|""|""|""|5|Madrid-Capital|28047|435770|4471695|96|de Camarena|CALLE|10|Latina|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|6414.796516037283
28061973|SANDY|008|EIPR|ESCUELA INFANTIL PRIVADA|ESCUELA INFANTIL SANDY, S.L.|PRIVADO|e_i_sandy@hotmail.com|""|917669384|619174174|""|""|http://www.escuela-infantil-sandy.org|5|Madrid-Capital|28033|444672|4480067|15|de Seo de Urgel|CALLE|16|Hortaleza|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|6009.739908099897
28062001|DIVENTIUM|008|EIPR|ESCUELA INFANTIL PRIVADA|ESCUELAS INFANTILES HAPPY TALENT, S.L.|PRIVADO|info@diventium.es|""|914220014|""|""|""|http://www.diventium.es|5|Madrid-Capital|28025|436594|4470035|6|de la Época|CALLE|11|Carabanchel|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|7439.407056597197
28062011|SANTIAGO RUSIÑOL|042|IES|INSTITUTO DE EDUCACIÓN SECUNDARIA|COMUNIDAD DE MADRID|PÚBLICO|ies.santiagorusinol.aranjuez@educa.madrid.org|918754642|918090245|""|""|""|http://www.educa.madrid.org/ies.santiagorusinol.aranjuez|2|Madrid-Sur|28300|450187|4431707|""|Alhambra de Granada|CALLE|""|""|013|Aranjuez|PÚBLICO|440157.3842874543|4474481.943970768|43935.05460385438
28062023|MAESTRO MATIAS BRAVO|042|IES|INSTITUTO DE EDUCACIÓN SECUNDARIA|COMUNIDAD DE MADRID|PÚBLICO|ies.maestromatiasbravo.valdemoro@educa.madrid.org|918087061|918018044|918087060|""|""|http://www.educa.madrid.org/ies.maestromatiasbravo.valdemoro|2|Madrid-Sur|28341|441323|4447804|s/n|del Mar Egeo|AVDA|""|""|161|Valdemoro|PÚBLICO|440157.3842874543|4474481.943970768|26703.395935662535
28062035|FRANCISCO UMBRAL|042|IES|INSTITUTO DE EDUCACIÓN SECUNDARIA|COMUNIDAD DE MADRID|PÚBLICO|ies.franciscoumbral.ciempozuelos@educa.madrid.org|918092927|918092810|""|""|""|http://www.educa.madrid.org/ies.franciscoumbral.ciempozuelos|2|Madrid-Sur|28350|446583|4445879|s/n|de la Hispanidad|AVDA|""|""|040|Ciempozuelos|PÚBLICO|440157.3842874543|4474481.943970768|29315.813839636023
28062047|CARACOL 2000|008|EIPR|ESCUELA INFANTIL PRIVADA|MATILDE DE MIGUEL RAYO Y VIRGINIA VAZQUEZ RAMOS|PRIVADO|centroinfantilcaracol@gmail.com|""|913272076|692887180|""|""|""|5|Madrid-Capital|28037|447792|4476662|52|de Julián Camarillo|CALLE|20|San Blas-Canillejas|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|8190.971044922802
28062084|INSTITUTO VOX|058|CPR FPE|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|INSTITUTO VOX, S.L. UNIPERSONAL|PRIVADO|institutovox@institutovox.es|""|""|915471759|""|""|""|5|Madrid-Capital|""|439513|4476920|115B|de Guzmán el Bueno|CALLE|07|Chamberí|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|121.19948487467829
28062096|CLAVE DE SOLES|008|EIPR|ESCUELA INFANTIL PRIVADA|RODRIGO FRANCO ROLDAN|PRIVADO|rodrigofrancoroldan@gmail.com|""|912977178|620084464|""|""|http://www.clavedesoles.com|3|Madrid-Este|28850|460009|4477150|5|Zeus|CALLE|""|""|148|Torrejón de Ardoz|PRIVADO|439602.9362934363|4476838.754826255|20408.437214900037
28062102|DULCE CHACON|014|CP INF-PRI|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|COMUNIDAD DE MADRID|PÚBLICO|cp.dulcechacon.fuenlabrada@educa.madrid.org|914869465|914869457|""|""|""|http://www.educa.madrid.org/cp.dulcechacon.fuenlabrada|2|Madrid-Sur|28942|428388|4460717|17|de Concepción Arenal|CALLE|""|""|058|Fuenlabrada|PÚBLICO|440157.3842874543|4474481.943970768|18110.551869674004
28062114|PEDRO BRIMONIS|014|CP INF-PRI|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|COMUNIDAD DE MADRID|PÚBLICO|cp.pedrobrimonis.humanes@educa.madrid.org|916048294|914980701|""|""|""|http://www.educa.madrid.org/cp.pedrobrimonis.humanes|2|Madrid-Sur|28970|429879|4456202|s/n|Isla Conejera|CALLE|""|""|073|Humanes de Madrid|PÚBLICO|440157.3842874543|4474481.943970768|20971.4457092256
28062126|VILLAVERDE|042|IES|INSTITUTO DE EDUCACIÓN SECUNDARIA|COMUNIDAD DE MADRID|PÚBLICO|ies.villaverde.madrid@educa.madrid.org|913182904|917239181|""|""|""|http://www.educa.madrid.org/ies.villaverde.madrid|5|Madrid-Capital|28041|441377|4467648|20-24|de la Alianza|CALLE|17|Villaverde|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|6941.919956458851
28062138|LAGARTIJAS|008|EIPR|ESCUELA INFANTIL PRIVADA|LAGARTIJAS ESCUELA INFANTIL, S.L.|PRIVADO|lagartijasescuelainfantil@hotmail.es|""|916238983|644396445|""|""|""|1|Madrid-Norte|28701|445734|4489779|96|Guadalajara|PASEO|""|""|134|San Sebastián de los Reyes|PRIVADO|439602.9362934363|4476838.754826255|14319.213921531098
28062141|ASOCIADOS KYM|008|EIPR|ESCUELA INFANTIL PRIVADA|KYM ESCUELAS, S.L.|PRIVADO|kymescuelasinfantiles@gmail.com|""|918793654|609049939|""|""|""|3|Madrid-Este|28810|470099|4477662|24|Francisco de Goya|CALLE|""|""|172|Villalbilla|PRIVADO|439602.9362934363|4476838.754826255|30507.173487737073
28062151|CARMELO ALONSO BERNAOLA|185|E MUN.MUSICA|ESCUELA MUNICIPAL DE MÚSICA|AYUNTAMIENTO|PÚBLICO|em.carmeloalonsobernaola.madrid@educa.madrid.org|917280836|917280835|""|""|""|http://www.educa.madrid.org/em.carmeloalonsobernaola.madrid|5|Madrid-Capital|28034|441991|4482216|7|de Soto Palacios|AVDA|08|Fuencarral-El Pardo|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|7948.444454394689
28062163|CHINCHON|185|E MUN.MUSICA|ESCUELA MUNICIPAL DE MÚSICA|AYUNTAMIENTO|PÚBLICO|em.chinchon@educa.madrid.org|918940887|918940004|918935094|""|""|http://www.educa.madrid.org/em.chinchon|3|Madrid-Este|28370|463700|4443305|72|del Generalísimo (Los Huertos)|AVDA|""|""|052|Chinchón|PÚBLICO|440157.3842874543|4474481.943970768|39067.334052184786
28062217|LA PURISIMA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|FUNDACION EDUCATIVA FRANCISCANAS DE LA INMACULADA|PRIVADO CONCERTADO|cc.lapurisima.madrid@educa.madrid.org|913614212|917262805|917264187|""|""|http://lpm.hfi.org.es|5|Madrid-Capital|28017|444202|4475405|29|de Ricardo Ortiz|CALLE|15|Ciudad Lineal|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|4091.1121304909825
28062229|A GATAS|008|EIPR|ESCUELA INFANTIL PRIVADA|A GATAS ESCUELA INFANTIL S.L.|PRIVADO|escuela.agatas@gmail.com|""|918478585|676963030|""|""|""|1|Madrid-Norte|28791|433865|4511916|1|de Miraflores|CTRA|""|""|144|Soto del Real|PRIVADO|439602.9362934363|4476838.754826255|35543.45286950242
28062266|PEQUEÑOS GIRASOLES|004|CPR INF|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|LAURA DÍAZ LÓPEZ|PRIVADO|administracion@escuelainfantilduendes.com|""|660925072|638563215|""|""|""|4|Madrid-Oeste|28439|413002|4499381|11|de la Reina Victoria|AVDA|""|""|010|Alpedrete|PRIVADO|439602.9362934363|4476838.754826255|34867.78784437978
28062278|TRAZOS|008|EIPR|ESCUELA INFANTIL PRIVADA|CENTRO EDUCATIVO INTERNACIONAL EL JARAMA, S.L.|PRIVADO|""|""|915743094|""|""|""|""|5|Madrid-Capital|28028|443390|4474766|4|de los Condes de Torreanaz|CALLE|04|Salamanca|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|4317.194006219339
28062308|NUESTRA SEÑORA DE LA PROVIDENCIA|008|EIPR|ESCUELA INFANTIL PRIVADA|RELIGIOSAS TEATINAS DE LA INMACULADA CONCEPCION|PRIVADO|celiapenabella_teatinas@yahoo.es|917424442|917421434|660685028|""|""|""|5|Madrid-Capital|28027|445296|4477510|14|del Marqués de Portugalete|CALLE|15|Ciudad Lineal|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|5732.4989708039975
28062321|JOSE HIERRO|014|CP INF-PRI|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|COMUNIDAD DE MADRID|PÚBLICO|cp.josehierro.rivas@educa.madrid.org|914991147|914991147|913012637|""|""|http://www.educa.madrid.org/cp.josehierro.rivas|3|Madrid-Este|28521|455269|4466274|86|de José Hierro|AVDA|""|""|123|Rivas-Vaciamadrid|PÚBLICO|440157.3842874543|4474481.943970768|17196.83906044716
28062333|SAN MIGUEL|014|CP INF-PRI|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|COMUNIDAD DE MADRID|PÚBLICO|cp.sanmiguel.navalagamella@educa.madrid.org|918988304|918987416|""|""|""|http://www.educa.madrid.org/cp.sanmiguel.navalagamella|4|Madrid-Oeste|28212|404699|4480550|s/n|Miralcampo|CALLE|""|""|095|Navalagamella|PÚBLICO|440157.3842874543|4474481.943970768|35973.85606590831
28062345|PRINCIPES DE ASTURIAS|014|CP INF-PRI|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|COMUNIDAD DE MADRID|PÚBLICO|cp.principesdeasturias.quijorna@educa.madrid.org|918168197|918168664|""|""|""|http://www.educa.madrid.org/cp.principesdeasturias.quijorna|4|Madrid-Oeste|28693|410320|4476081|s/n|Virgen del Rocio|CALLE|""|""|119|Quijorna|PÚBLICO|440157.3842874543|4474481.943970768|29880.202163001657
28062357|EL TREN DE LOS NIÑOS II|008|EIPR|ESCUELA INFANTIL PRIVADA|EL TREN DE LOS NIÑOS, S.L.|PRIVADO|info@guarderiaeltren.com|913025639|913025639|672749690|""|""|""|5|Madrid-Capital|28036|442784|4481090|28|de Burgos|AVDA|05|Chamartín|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|5309.6376366477125
28062369|E.O.I. DE TRES CANTOS|080|EOI|ESCUELA OFICIAL DE IDIOMAS|COMUNIDAD DE MADRID|PÚBLICO|eoi.trescantos.trescantos@educa.madrid.org|918049254|918049253|""|""|""|http://www.educa.madrid.org/eoi.trescantos.trescantos|1|Madrid-Norte|28760|440561|4494858|1|del Orégano|CALLE|""|""|903|Tres Cantos|PÚBLICO|440157.3842874543|4474481.943970768|20380.05311449959
28062370|PEQUEÑO SOCRATES|008|EIPR|ESCUELA INFANTIL PRIVADA|EL PEQUEÑO SOCRATES, S.L.|PRIVADO|pequenosocrates@gmail.com|914998969|914998969|645848272|""|""|www.pequenosocrates.com|3|Madrid-Este|28521|455733|4466099|84|de Pablo Iglesias|AVDA|""|""|123|Rivas-Vaciamadrid|PRIVADO|439602.9362934363|4476838.754826255|19378.37167839122
28062394|SANTA ANA|045|CPR ES|CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA|ST. ANNE'S SCHOOL, S.A.|PRIVADO|alleyda@stannesmadrid.com|""|913459060|""|""|""|www.stannesmadrid.com|5|Madrid-Capital|28016|442844|4479087|162|de Alfonso XIII|AVDA|05|Chamartín|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|3944.502542941461
28062400|ESCUELA INFANTIL BILINGÜE SUS PEQUEÑOS PASOS-ARTURO SORIA|008|EIPR|ESCUELA INFANTIL PRIVADA|JOISA EDUCA, S.L. UNIPERSONAL|PRIVADO|info@suspequenospasos.es|""|913882377|""|""|""|""|5|Madrid-Capital|28033|443983|4479315|18|de Mesena|CALLE|16|Hortaleza|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|5031.575124556074
28062412|LA GUARDE DEL HUERTO|008|EIPR|ESCUELA INFANTIL PRIVADA|PATRICIA MARIN GOMEZ / LAURA GARCIA GONZALEZ (47046300F)|PRIVADO|lauraypatri@laguardedelhuerto.com|""|913839795|638233548|""|""|http://www.laguardedelhuerto.com|5|Madrid-Capital|28033|445260|4481143|30|de Santa Susana|CALLE|16|Hortaleza|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|7108.368047296541
28062424|CARACOL|008|EIPR|ESCUELA INFANTIL PRIVADA|ESCUELA INFANTIL LOS REMEDIOS, S.L.|PRIVADO|micaracolcol@hotmail.com|""|918019356|670928588|""|""|www.escuelainfantilcaracol.es|2|Madrid-Sur|28341|441912|4448430|3|del Universo|GTA|""|""|161|Valdemoro|PRIVADO|439602.9362934363|4476838.754826255|28502.44070214417
28062448|LA ABEJA MAYA|008|EIPR|ESCUELA INFANTIL PRIVADA|CONSUELO CEREZO LOZANO|PRIVADO|chelocerezo@gmail.com|""|913732652|""|""|""|""|5|Madrid-Capital|28035|438740|4481053|33|de las Islas Bahamas|CALLE|08|Fuencarral-El Pardo|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|4301.688207083512
28062485|CENTRO BOBATH DE EDUCACION DE ADULTOS|037|CPRIEPA|CENTRO PRIVADO DE EDUCACIÓN DE PERSONAS ADULTAS|LUISA FUNEZ DIAZ|PRIVADO|secretaria@fundacionbobath.org|913763588|913767190|""|""|""|http://www.fundaciónbobath.org|5|Madrid-Capital|28035|438992|4482482|115|del Mirador de la Reina|CALLE|08|Fuencarral-El Pardo|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|5676.21874540017
28062497|CENTRO EDUCATIVO PONCE DE LEON|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|ASOCIACION DE GESTION DOCENTE Y CULTURAL|PRIVADO CONCERTADO|cc.ipsponcedeleon.madrid@educa.madrid.org|913177715|913178441|913178442|""|""|http://www.educa.madrid.org/cc.ipsponcedeleon.madrid|5|Madrid-Capital|28041|440882|4469272|6|de Eduardo Barreiros|CALLE|12|Usera|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|5059.3747755599525
28062503|EL PEQUEÑO SOL|008|EIPR|ESCUELA INFANTIL PRIVADA|MARIA DEL SOL PEREA LAGUNA|PRIVADO|marisol.perea@escuelainfantilpequesol.es|""|917050037|687761298|""|""|""|5|Madrid-Capital|28044|435048|4469791|1|Rompedizo|CALLE|10|Latina|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|8391.560804061759
28062527|DOS HERMANAS|008|EIPR|ESCUELA INFANTIL PRIVADA|DOS HERMANAS NUEVO CENTRO, S.L.|PRIVADO|escuelainfantil2hermanas@gmail.com|""|918080410|690747508|""|""|www.escuelainfantilvaldemoro.com|2|Madrid-Sur|28341|441695|4447784|121|del Mar Mediterráneo|AVDA|""|""|161|Valdemoro|PRIVADO|439602.9362934363|4476838.754826255|29129.976116813374
28062540|LA COMETA|008|EIPR|ESCUELA INFANTIL PRIVADA|MATILDE MARTIN SANTIBAÑEZ|PRIVADO|eilacometa@eilacometa.net|""|916382667|685879568|""|""|""|4|Madrid-Oeste|28220|425836|4480606|8|Oriente|CALLE|""|""|080|Majadahonda|PRIVADO|439602.9362934363|4476838.754826255|14273.075040321086
28062564|LOS PITUS|008|EIPR|ESCUELA INFANTIL PRIVADA|ROCIO BLAZQUEZ REDONDO|PRIVADO|escuelalospitus@gmail.com|""|910184756|660516280|""|""|""|4|Madrid-Oeste|28660|424817|4472659|27-L3|de Isabel de Farnesio|AVDA|""|""|022|Boadilla del Monte|PRIVADO|439602.9362934363|4476838.754826255|15365.359171889186
28062588|EDUQA LA MORALEJA|004|CPR INF|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|CALENDULA EDUCACION, S.L.|PRIVADO|lamoraleja@eduqa.es|""|916250420|696877504|""|""|www.eduqa.es|1|Madrid-Norte|28109|445422|4486569|95|de Caléndula|CALLE|""|""|006|Alcobendas|PRIVADO|439602.9362934363|4476838.754826255|11337.511788846452
28062591|LOS RENACUAJOS|008|EIPR|ESCUELA INFANTIL PRIVADA|ELMAPAZ DAVILA, S.L.|PRIVADO|renacuajos@telefonica.net|""|913144722|""|""|""|""|5|Madrid-Capital|28029|440688|4480993|31|de Melchor Fernández Almagro|CALLE|08|Fuencarral-El Pardo|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|4293.613421220436
28062606|VALDEOLMOS|006|EEI-CN|ESCUELA  INFANTIL-CASA DE NIÑOS|AYUNTAMIENTO|PÚBLICO|cn.numerodos.alalpardo@educa.madrid.org|916202821|916202821|""|""|""|http://www.educa.madrid.org/cn.numerodos.alalpardo|1|Madrid-Norte|28130|461659|4498703|6|Subida a la Iglesia|CALLE|""|""|162|Valdeolmos-Alalpardo|PÚBLICO|440157.3842874543|4474481.943970768|32387.945804283394
28062618|BLANCAS Y NEGRAS|137|CAU EL MUS|CENTRO AUTORIZADO ELEMENTAL DE MÚSICA|ANGEL GARCIA DE LA SERNA HERNANDEZ|PRIVADO|informacion@blancasynegras.com|""|918931629|918934721|660220888|660220888|http://www.blancasynegras.com|2|Madrid-Sur|28350|447167|4445710|5|de la Venerable Madre María Antonia de la Mis|AVDA|""|""|040|Ciempozuelos|PRIVADO|439602.9362934363|4476838.754826255|32034.58188879726
28062631|GAIA|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.gaia.madrid@educa.madrid.org|917724216|917725080|608788734|""|""|http://www.educa.madrid.org/eei.gaia.madrid|5|Madrid-Capital|28030|446232|4473106|23|de Mérida|CALLE|14|Moratalaz|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|6228.497239768133
28062643|ARCE|003|EEI|ESCUELA INFANTIL|COMUNIDAD DE MADRID|PÚBLICO|eei.arce.madrid@educa.madrid.org|913285820|913285820|""|""|""|http://www.educa.madrid.org/eei.arce.madrid|5|Madrid-Capital|28030|444321|4473934|6|del Alcalde Garrido Juaristi|CALLE|14|Moratalaz|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|4199.51644798043
28062655|PINOCHO|008|EIPR|ESCUELA INFANTIL PRIVADA|PINOCHO EDUCACION, S.L. UNIPERSONAL|PRIVADO|administracion@colegioinfantilpinocho.com|""|914334475|656900819|""|""|http://www.colegioinfantilpinocho.com|5|Madrid-Capital|28007|442682|4473001|36|de Cavanilles|CALLE|03|Retiro|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|4920.263754670333
28062667|LOS DUENDES|006|EEI-CN|ESCUELA  INFANTIL-CASA DE NIÑOS|AYUNTAMIENTO|PÚBLICO|cn.numerouno.ribatejada@educa.madrid.org|""|918791966|""|""|""|http://www.educa.madrid.org/cn.numerouno.ribatejada|3|Madrid-Este|28815|466814|4501959|11|de la Iglesia|CALLE|""|""|122|Ribatejada|PÚBLICO|440157.3842874543|4474481.943970768|38282.68236787888
28062679|NORTE-10, VALDEOLMOS-ALALPARDO|005|ZNAS.CN.|ZONA CASAS DE NIÑOS|COMUNIDAD DE MADRID|PÚBLICO|zcn.valdeolmos@educa.madrid.org|""|916202821|""|""|""|http://www.educa.madrid.org/zcn.valdeolmos|1|Madrid-Norte|28130|460064|4497348|25|de Alcalá|CALLE|""|""|162|Valdeolmos-Alalpardo|PÚBLICO|440157.3842874543|4474481.943970768|30317.154672873876
28062680|ESTE-10, TIELMES|005|ZNAS.CN.|ZONA CASAS DE NIÑOS|COMUNIDAD DE MADRID|PÚBLICO|zcn.tielmes@educa.madrid.org|""|918746117|""|""|""|http://www.educa.madrid.org/zcn.tielmes|3|Madrid-Este|28550|473324|4455261|6|de la Perdiz|CALLE|""|""|146|Tielmes|PÚBLICO|440157.3842874543|4474481.943970768|38333.654729898604
28062692|LOS MOFLETES|008|EIPR|ESCUELA INFANTIL PRIVADA|MARIA DELIA MARTINEZ ROZAS|PRIVADO|mofletes@mofletes.net|916195897|916193544|619280534|""|""|www.mofletes.net|2|Madrid-Sur|28921|429798|4466794|21|de la Jabonería|CALLE|""|""|007|Alcorcón|PRIVADO|439602.9362934363|4476838.754826255|14036.875551130308
28062710|KIND FOR KIDS|008|EIPR|ESCUELA INFANTIL PRIVADA|EL NIÑO LIBRE, S.L.|PRIVADO|torrelaguna@escuelachiquitin.com|913260539|914043035|609132522|""|""|""|5|Madrid-Capital|28027|444488|4477191|65-67|de Torrelaguna|CALLE|15|Ciudad Lineal|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|4897.746837027481
28062734|SANTA EUGENIA|008|EIPR|ESCUELA INFANTIL PRIVADA|ESTER DIAZ ALONSO|PRIVADO|info@escuelainfantilsantaeugenia.com|""|913313094|620866323|""|""|""|5|Madrid-Capital|28031|448357|4470413|9|de Puentelarra|CALLE|18|Villa de Vallecas|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|10859.279739730326
28062746|JARDIN KINDERLAND|008|EIPR|ESCUELA INFANTIL PRIVADA|JARDIN KINDERLAND, S.L.|PRIVADO|info@jardinkinderland.es|""|915552068|""|""|""|www.jardinkinderland.es|5|Madrid-Capital|28020|441273|4478531|13|del Capitán Haya|CALLE|06|Tetuán|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|2377.56314575326
